id;reviewer_id;sample_id;smell;severity;review_timestamp;type;code_name;repository;commit_hash;path;start_line;end_line;link;is_from_industry_relevant_project
526;6;5771277;feature envy;none;2019-03-27 10:34:53.041496;function;org.apache.syncope.client.ui.commons.ConnIdSpecialName.ConnIdSpecialName;git@github.com:apache/syncope.git;114c412afbfba24ffb4fbc804e5308a823a16a78;/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java;35;37;https://github.com/apache/syncope/blob/114c412afbfba24ffb4fbc804e5308a823a16a78/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java/#L35-L37;1
527;6;5771277;long method;none;2019-03-27 10:34:53.042443;function;org.apache.syncope.client.ui.commons.ConnIdSpecialName.ConnIdSpecialName;git@github.com:apache/syncope.git;114c412afbfba24ffb4fbc804e5308a823a16a78;/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java;35;37;https://github.com/apache/syncope/blob/114c412afbfba24ffb4fbc804e5308a823a16a78/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java/#L35-L37;1
528;6;5786929;blob;critical;2019-03-27 10:37:38.107923;class;org.apache.tez.runtime.library.common.writers.UnorderedPartitionedKVWriter;git@github.com:apache/tez.git;d5675c332497c1ac1dedefdf91e87476b5c0d7a9;/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java;89;1427;https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java/#L89-L1427;1
529;6;5786929;data class;critical;2019-03-27 10:37:38.109068;class;org.apache.tez.runtime.library.common.writers.UnorderedPartitionedKVWriter;git@github.com:apache/tez.git;d5675c332497c1ac1dedefdf91e87476b5c0d7a9;/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java;89;1427;https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java/#L89-L1427;1
530;6;5788107;feature envy;none;2019-03-27 10:37:49.627100;function;org.apache.tika.parser.ocr.TesseractOCRConfig#getImageMagickPath;git@github.com:apache/tika.git;4131c6e30f2e0eb1feb85e0f7576531d4e830468;/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java;531;534;https://github.com/apache/tika/blob/4131c6e30f2e0eb1feb85e0f7576531d4e830468/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java/#L531-L534;1
531;6;5788107;long method;none;2019-03-27 10:37:49.628086;function;org.apache.tika.parser.ocr.TesseractOCRConfig#getImageMagickPath;git@github.com:apache/tika.git;4131c6e30f2e0eb1feb85e0f7576531d4e830468;/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java;531;534;https://github.com/apache/tika/blob/4131c6e30f2e0eb1feb85e0f7576531d4e830468/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java/#L531-L534;1
532;6;5788583;long method;none;2019-03-27 10:38:15.588848;function;org.apache.tez.runtime.library.common.shuffle.orderedgrouped.ShuffleHeader#writeLength;git@github.com:apache/tez.git;d5675c332497c1ac1dedefdf91e87476b5c0d7a9;/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java;88;99;https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java/#L88-L99;1
533;6;5788583;feature envy;none;2019-03-27 10:38:15.596630;function;org.apache.tez.runtime.library.common.shuffle.orderedgrouped.ShuffleHeader#writeLength;git@github.com:apache/tez.git;d5675c332497c1ac1dedefdf91e87476b5c0d7a9;/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java;88;99;https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java/#L88-L99;1
534;6;5789396;data class;none;2019-03-27 10:38:28.887992;class;org.apache.tika.parser.multiple.SupplementingParser;git@github.com:apache/tika.git;4131c6e30f2e0eb1feb85e0f7576531d4e830468;/tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java;43;85;https://github.com/apache/tika/blob/4131c6e30f2e0eb1feb85e0f7576531d4e830468/tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java/#L43-L85;1
535;6;5789396;blob;none;2019-03-27 10:38:28.888782;class;org.apache.tika.parser.multiple.SupplementingParser;git@github.com:apache/tika.git;4131c6e30f2e0eb1feb85e0f7576531d4e830468;/tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java;43;85;https://github.com/apache/tika/blob/4131c6e30f2e0eb1feb85e0f7576531d4e830468/tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java/#L43-L85;1
